epoch,training_loss,validation_loss
0,2705.3297454300337,568.0148563142866
1,2124.284231015452,486.99694594205357
2,1781.7050512417127,464.5581313395742
3,1518.7678771425547,468.723177956232
4,1288.6127424737424,467.30301915920097
5,1103.2890555732297,496.004444762561
6,868.9049835350779,518.409913698779
7,802.9538972608408,635.6224547384161
8,655.8184789313285,664.5389451324949
9,537.0582596536203,1137.607522803415
10,470.9244581676721,789.8251038421564
11,463.28008313660865,853.0568958719558
12,460.53210447071035,776.1687749638307
13,369.44925642123536,918.3549317293086
14,368.8485677604534,908.3674389073758
15,333.82468074931086,802.7243422486838
16,294.0443400133989,1063.149422065306
17,349.23810303493815,1024.3752269933648
18,282.60118990719224,892.7345081659626
19,285.83467188702076,957.6412683772801
