epoch,training_loss,validation_loss
0,740.782433450222,181.7815057039261
1,678.1625460749492,150.72534565906972
2,535.1529747855966,143.98386715746892
3,460.3456071700057,147.20852959480135
4,387.30081524542766,171.75683317593666
5,295.9275745469886,169.70624105056046
6,254.68458672684935,189.725877295973
7,205.32961562355925,210.54040452624145
8,189.40958511887573,223.66714757956422
9,132.65678946038784,244.83382780470788
10,111.10476334873715,232.39443450989393
11,83.10351447452956,248.69413063215268
12,61.74581112966994,272.14442709867797
13,68.5779320837531,305.44998082421887
14,57.26853374826149,300.70438908920863
15,50.24382117639384,298.7811844499653
16,44.139598147056354,327.3376923037256
17,63.59603775517788,271.06063833677945
18,30.480946609594604,310.8305377151604
19,63.76769379274839,265.3681032558211
