epoch,training_loss,validation_loss
0,15.931315183639526,3.9239429235458374
1,14.242836236953735,4.300265073776245
2,12.488501071929932,5.5352625250816345
3,10.923285454511642,6.755968749523163
4,8.829770982265472,10.208853960037231
5,4.722551750019193,16.40155804157257
6,0.8432506646058755,31.981300830841064
7,0.06483198364730924,47.00081396102905
8,0.006376313815337653,55.38956594467163
9,0.0607658793499013,49.831950187683105
10,0.0017279196870276792,48.37678137421608
11,0.0023138180638326844,47.835336327552795
12,0.0005205423824463651,47.593611896038055
13,0.005949787323288547,47.3940811753273
14,0.0017304825602195706,47.17656970024109
15,6.854467982719825e-05,47.068800926208496
16,0.0006433866710722214,47.066083550453186
17,0.00016033089868727757,47.098046720027924
18,7.390896155357041e-05,46.982138872146606
19,0.00035640942041936796,46.936896204948425
