epoch,training_loss,validation_loss
0,308.0280484557152,74.96184694766998
1,298.9701103568077,73.11606991291046
2,296.8083832859993,71.93835604190826
3,276.59924137592316,70.19859772920609
4,248.09833944030106,67.95600780844688
5,212.25314493873157,71.55446001142263
6,170.33592789364047,103.26236180705018
7,137.8679602911543,133.64998187526908
8,107.09897055732773,117.11175167362671
9,100.85078480748803,106.70563099221908
10,55.41174497881511,184.36252051208066
11,42.965259469474965,153.54137116924153
12,25.713464575508944,169.46113756603336
13,25.80033927021087,184.77491425891913
14,19.75278104743977,157.83296033386796
15,36.88250370134389,171.4772912225185
16,3.819683506240551,192.92629504127854
17,0.3846428020237198,199.75977917780799
18,0.2535384347211007,205.34176679124266
19,0.1851008885744534,210.16941822566105
