epoch,training_loss,validation_loss
0,153.91566815972328,27.095636129379272
1,140.18209540843964,25.857232451438904
2,137.79779583215714,26.20811414718628
3,131.2269692271948,27.845870435237885
4,117.06379112973809,27.29419508576393
5,94.23854336910881,33.09447395056486
6,62.45880332797606,44.590338359586895
7,52.201536564736216,41.28029049932957
8,60.57650482788446,51.155213952064514
9,18.170986853337574,63.929255796567304
10,11.55307302921721,67.88690667971969
11,5.960115580107356,83.00501504796557
12,1.1385875057126853,90.27615819682251
13,0.08383152103283464,122.09174401182099
14,0.011703012161916604,127.70889090316632
15,0.005081337952475451,135.73088838158583
16,0.002912847835041532,138.02195707325518
17,0.0019501543416993172,140.6805669326859
18,0.0014825447570174788,142.6138977192586
19,0.001172028788921864,144.15287300234195
